sample_id,source_name,framework,css_framework,component_type,element_count_reported,code_tokens,tokens_img,tokens_total,img_w,img_h,html_chars,css_chars,css_chars_src,html_chars_src,css_decls,css_rules,n_domains,accept_via,final_score,pixel_sim,dom_nodes,parse_ok,png_blank
a93f1b0edc65,orbit-kiwi,angular,tailwind,button,205,8309,1020,9329,1280,816,25324,5250,468073,20045,137,81,0,metric,0.997606493845035,0.9713288000997674,306,True,False
f833f1a52ddc,codepen,vanilla,vanilla,button,16,497,1256,1753,1280,1005,1816,272,325,1502,12,4,0,pixel,,1.0,33,True,False
f8252e984993,github,vanilla,tailwind,form,286,5948,2048,7996,1280,3945,27364,0,0,27367,0,0,0,pixel,,1.0,389,True,False
9bc25b7f3cb7,codepen,vanilla,vanilla,component,11,921,900,1821,1280,720,2677,1987,3709,648,48,14,0,pixel,,1.0,19,True,False
db3ad244d787,lapaninja,angular,tailwind,button,893,25747,2048,27795,1320,33194,87201,1043,6144,91447,34,19,7,pixel,,1.0,1009,True,False
d315c10956b0,github,vanilla,vanilla,button,268,5396,2048,7444,1280,2284,15087,0,0,16477,0,0,13,pixel,,1.0,377,True,False
5144d9a14170,codepen,vanilla,vanilla,navbar,11,366,900,1266,1280,720,1151,645,997,477,29,7,0,pixel,,1.0,19,True,False
a94dfacff7d2,codepen,angular,vanilla,list,60,1583,900,2483,1280,720,5230,2314,3127,2874,87,34,0,pixel,,1.0,95,True,False
de2950611a3b,codepen,vanilla,vanilla,component,29,990,2048,3038,1280,2912,3112,658,774,2412,13,7,0,pixel,,1.0,54,True,False
d5aeb742d0fd,github,vanilla,vanilla,list,47,1245,1179,2424,1294,933,3659,864,1282,2770,42,10,2,pixel,,1.0,76,True,False
5d8fbe45679d,github,vanilla,vanilla,badge,30,530,1561,2091,1280,1249,1601,0,0,1070,0,0,0,pixel,,1.0,38,True,False
e823ff99ec34,github,angular,tailwind,button,463,8522,2048,10570,1280,7066,30229,0,51,30097,0,0,11,pixel,,1.0,557,True,False
b966800ee373,github,vanilla,tailwind,button,201,5348,2048,7396,1280,8604,17525,0,0,15151,0,0,6,pixel,,1.0,239,True,False
58845ef3e90e,github,angular,vanilla,navbar,191,3809,1762,5571,1280,1410,13340,0,0,13628,0,0,3,pixel,,1.0,301,True,False
12ea0a282428,github,vanilla,vanilla,page,8,89,900,989,1280,720,295,0,0,428,0,0,1,pixel,,1.0,8,True,False
3648aca18966,github,angular,tailwind,button,505,9094,2048,11142,1280,13304,32214,0,0,29932,0,0,3,pixel,,1.0,711,True,False
5ab3085fa790,github,react,vanilla,page,87,2744,900,3644,1280,720,8303,3059,22823,5441,76,37,0,pixel,,1.0,131,True,False
14b5ec4a0ae5,codepen,vanilla,vanilla,component,48,3151,1691,4842,1280,1353,4775,0,1179,4748,0,0,0,pixel,,1.0,51,True,False
9af46f77eb6d,github,vanilla,tailwind,button,91,1352,1135,2487,1280,908,5158,0,0,5304,0,0,1,pixel,,1.0,92,True,False
4dedf61da2c8,github,vanilla,vanilla,page,143,6517,2048,8565,1280,3908,15458,4121,5214,11569,182,60,5,pixel,,1.0,194,True,False
52f4f8bcc3e4,codepen,angular,vanilla,list,11,360,900,1260,1280,720,1080,220,323,789,10,3,1,pixel,,1.0,23,True,False
dd1ed34f74f7,github,angular,tailwind,button,163,3604,2048,5652,1280,6763,11796,0,0,10029,0,0,3,pixel,,1.0,208,True,False
f707dcd6aec2,codepen,vanilla,vanilla,form,17,597,920,1517,1280,736,1579,831,1128,706,35,9,0,pixel,,1.0,30,True,False
d9f474028dd8,codepen,angular,tailwind,page,99,2057,2048,4105,1304,3057,6943,1454,1691,5447,48,19,0,pixel,,1.0,184,True,False
8e2366f97a7b,github,angular,tailwind,page,494,10916,2048,12964,1280,5573,33621,10388,20731,18961,406,98,0,pixel,,1.0,693,True,False
5ea5bd28b6ec,wordpress-gutenberg,vanilla,tailwind,button,88,5047,900,5947,1280,720,14822,1777,186087,13398,50,16,0,pixel,,1.0,121,True,False
04e3dde4fbfe,codepen,vanilla,vanilla,page,19,651,900,1551,1280,720,1640,486,773,1211,19,8,0,pixel,,1.0,31,True,False
98760032defd,codepen,react,vanilla,tooltip,75,2238,1860,4098,1280,1488,7252,707,941,6503,33,11,0,pixel,,1.0,131,True,False
ad33fe05fa3a,orbit-kiwi,angular,tailwind,button,169,7934,900,8834,1280,720,23679,6472,460913,17178,160,102,0,metric,0.9960305006759921,0.9883619621459695,249,True,False
a36021e80314,codepen,vanilla,vanilla,form,21,1175,900,2075,1280,720,3770,2326,4119,1352,101,25,0,pixel,,1.0,32,True,False
7b3987e53edf,github,angular,vanilla,page,33,1428,1680,3108,1280,1344,4343,1511,9032,2841,63,17,2,pixel,,1.0,74,True,False
3bd7c69fa8bf,codepen,vue,vanilla,form,17,694,960,1654,1280,768,2027,984,1251,1001,22,9,0,metric,0.9815081484195245,0.9937910172206904,30,True,False
b531fbbed1a3,github,vanilla,vanilla,navbar,50,848,919,1767,1280,735,2752,0,0,2786,0,0,6,pixel,,1.0,88,True,False
86bad91a27e9,github,vanilla,tailwind,button,411,7940,2048,9988,1280,6933,30949,0,0,31163,0,0,3,pixel,,1.0,550,True,False
144931a3a75b,codepen,vanilla,vanilla,footer,29,1523,1710,3233,1280,1368,3996,2328,3107,1387,83,15,3,pixel,,1.0,49,True,False
130e5f570f79,github,vanilla,vanilla,form,68,1481,900,2381,1280,720,4698,499,3151,4322,15,8,8,pixel,,1.0,112,True,False
b44a7fdee83a,github,angular,material,list,203,3131,1882,5013,1280,1506,9944,401,2892,9530,13,9,3,pixel,,1.0,312,True,False
9faa4ce077a0,codepen,vanilla,vanilla,component,11,638,900,1538,1280,720,1774,696,1362,1311,18,10,0,pixel,,1.0,15,True,False
dbe949483bc2,github,vanilla,antd,navbar,52,2609,1351,3960,1280,1081,8048,4794,17338,3296,144,41,3,pixel,,1.0,102,True,False
e373a21591cf,github,angular,tailwind,button,63,2268,2048,4316,1280,1659,6717,2869,4708,3872,107,32,2,pixel,,1.0,89,True,False
2dfaa19dc0df,github,vanilla,tailwind,button,146,5742,2048,7790,1280,8547,14714,0,0,18878,0,0,5,pixel,,1.0,144,True,False
1815ec36ab16,github,angular,tailwind,page,193,5566,2048,7614,1343,3875,17987,5246,8679,11851,200,74,0,pixel,,1.0,286,True,False
370460a18cee,github,angular,tailwind,button,154,3469,2048,5517,1280,3153,12443,101,157,14278,4,1,11,pixel,,1.0,167,True,False
b69e640fefe8,codepen,angular,vanilla,alert,5,323,982,1305,1280,786,927,151,217,478,8,2,0,pixel,,1.0,11,True,False
343a8ade4bb3,github,angular,vanilla,button,306,9418,2048,11466,1280,9278,23158,0,113,22902,0,0,14,pixel,,1.0,436,True,False
74eed734e319,codepen,angular,vanilla,dropdown,19,804,900,1704,1280,720,2446,1287,2664,1220,67,18,0,pixel,,1.0,34,True,False
465e057faa9d,codepen,vanilla,vanilla,component,5,959,900,1859,1280,720,3046,2727,3300,277,42,11,0,pixel,,1.0,9,True,False
5653037e4060,github,react,tailwind,page,289,10999,2048,13047,1280,3232,39575,21719,276559,17937,622,197,5,pixel,,1.0,404,True,False
b0b24ff53d10,codepen,vanilla,vanilla,component,18,1492,900,2392,1280,720,4070,3166,5165,862,74,17,0,pixel,,0.9997694631672114,30,True,False
aec8b541b36c,github,vanilla,tailwind,form,23,1021,928,1949,1306,728,3536,1703,4291,1883,51,19,0,metric,0.9999999642372106,1.0,37,True,False
70f8424fb4b5,codepen,vanilla,vanilla,component,9,1253,910,2163,1280,728,3394,3008,4335,344,127,21,0,pixel,,1.0,14,True,False
2c92b16a4941,github,angular,vanilla,button,358,5841,2048,7889,1280,8167,18586,0,0,16696,0,0,0,pixel,,1.0,489,True,False
de197e8548fa,github,angular,tailwind,button,158,2566,2048,4614,1280,2164,9992,0,0,9807,0,0,5,pixel,,1.0,171,True,False
6fa5869aa770,backstage,angular,vanilla,card,63,2557,906,3463,1288,720,9005,2969,35293,5994,105,39,0,pixel,,1.0,91,True,False
1a46497d7179,codepen,angular,vanilla,form,142,3970,2048,6018,1280,2802,12376,2519,5424,9680,110,40,0,pixel,,1.0,190,True,False
59308c620b05,codepen,vanilla,tailwind,button,32,692,900,1592,1280,720,2119,680,802,1464,25,9,0,pixel,,1.0,43,True,False
8af814846652,codepen,vanilla,vanilla,navbar,50,2173,1009,3182,1280,807,6851,1535,2266,5274,38,16,1,metric,0.9750590687829255,0.5760292687670168,82,True,False
e57894bfacfe,codepen,vanilla,vanilla,footer,30,1600,900,2500,1280,720,4550,3257,4055,1251,119,34,1,pixel,,0.9994111945125272,43,True,False
6b8477dad672,github,react,tailwind,button,276,5037,2048,7085,1280,9383,16822,0,0,14674,0,0,2,pixel,,1.0,342,True,False
3cb5dd666da8,github,vanilla,vanilla,page,76,1578,1110,2688,1280,888,5035,1378,2798,3672,60,20,1,pixel,,1.0,120,True,False
b4099b18f891,github,vanilla,vanilla,form,5,428,900,1328,1280,720,1064,667,1476,395,27,7,0,pixel,,1.0,15,True,False
3a1c3e9331f1,github,angular,tailwind,button,336,6415,2048,8463,1280,8401,23109,0,0,20536,0,0,3,pixel,,1.0,440,True,False
bb958c380925,github,angular,bootstrap,page,513,383564,2048,385612,1280,5422,996864,962401,1089113,33536,1865,255,13,pixel,,1.0,715,True,False
6fd27016802b,github,angular,tailwind,button,433,7264,2048,9312,1280,7901,27428,0,0,31278,0,0,7,pixel,,1.0,544,True,False
dbbe768001c2,github,react,tailwind,button,250,12982,2048,15030,1280,5164,24410,0,0,23608,0,0,3,pixel,,1.0,319,True,False
5393663657f2,github,vanilla,vanilla,form,4,3922,2048,5970,1280,1724,18107,0,0,18080,0,0,0,pixel,,1.0,6,True,False
51487041d035,codepen,angular,vanilla,carousel,105,2260,2048,4308,1280,4112,7278,0,2644,6406,0,0,4,pixel,,1.0,136,True,False
8225cf13843f,github,vanilla,tailwind,button,133,2482,2048,4530,1280,4648,7857,0,0,6362,0,0,3,pixel,,1.0,169,True,False
6a9060c0c82f,github,vanilla,vanilla,button,335,5932,2048,7980,1280,5941,23471,0,0,23647,0,0,7,pixel,,1.0,411,True,False
dfbb282bcf18,daisyui,vanilla,vanilla,list,34,1323,2048,3371,1280,6374,2542,0,0,2515,0,0,0,pixel,,1.0,41,True,False
017a3d897c11,github,vanilla,tailwind,button,424,7456,2048,9504,1280,9796,26087,0,0,24157,0,0,2,pixel,,1.0,536,True,False
fa02852fd119,codepen,react,material,form,16,11652,900,12552,1280,720,35052,147,214,34864,8,5,0,pixel,,1.0,26,True,False
6666f7dc6764,orbit-kiwi,angular,tailwind,button,101,5906,900,6806,1280,720,18393,5832,460913,12532,138,85,1,metric,0.994820461756684,0.987169309129902,160,True,False
5242e23800bd,codepen,vanilla,vanilla,component,6,1075,920,1995,1280,736,2380,1909,2943,387,13,4,0,pixel,,1.0,15,True,False
845642147f8e,codepen,vanilla,vanilla,form,10,595,900,1495,1280,720,1645,1065,2299,464,59,10,0,pixel,,1.0,15,True,False
ab5dc7a50022,codepen,vanilla,vanilla,header,20,912,900,1812,1280,720,2707,1630,2367,1035,65,24,0,pixel,,1.0,36,True,False
8f6c21c2afa4,grafana-ui,angular,bootstrap,form,62,3390,900,4290,1280,720,7965,328,98919,7608,14,5,0,pixel,,1.0,62,True,False
b5f41849a90a,codepen,angular,vanilla,form,42,2332,920,3252,1280,736,6192,2761,3371,3389,109,26,0,pixel,,1.0,51,True,False
51c7a7eb1cb4,codepen,vanilla,tailwind,component,18,1013,900,1913,1280,720,2628,1221,1655,1365,47,16,0,pixel,,1.0,24,True,False
41a879e12353,codepen,vanilla,tailwind,page,43,2418,1660,4078,1280,1328,6459,2967,3450,2944,94,27,0,pixel,,1.0,57,True,False
93c2003d5902,github,vanilla,vanilla,page,186,17296,2048,19344,1280,6862,41598,29897,101198,10609,149,54,2,pixel,,1.0,286,True,False
52215b7f4878,codepen,vanilla,tailwind,list,52,2648,1736,4384,1280,1389,6928,2870,4954,3661,113,30,0,pixel,,1.0,72,True,False
6697c24a53e4,github,svelte,tailwind,button,228,7067,2048,9115,1280,7269,24394,0,0,22678,0,0,0,pixel,,1.0,333,True,False
2b6100c8b03c,codepen,angular,vanilla,button,129,10008,900,10908,1280,720,15649,1332,1942,14275,62,14,0,pixel,,1.0,145,True,False
e69655013d06,codepen,vanilla,vanilla,navbar,34,1091,900,1991,1280,720,3310,1541,2283,1471,31,11,0,pixel,,1.0,53,True,False
da3d349b3a76,monday-vibe,angular,vanilla,button,101,4945,900,5845,1280,720,13373,93,12194,13238,3,2,0,pixel,,1.0,123,True,False
a462282c1d9c,codepen,vanilla,tailwind,component,31,1078,900,1978,1280,720,2325,664,977,1619,40,18,0,pixel,,1.0,65,True,False
fdaec000cfae,storybook-design-system,vanilla,vanilla,button,931,71512,2048,73560,1280,2028,106675,1447,9588,105186,57,10,0,pixel,,1.0,1145,True,False
2e31bf19ec60,github,angular,tailwind,button,229,4438,2048,6486,1280,6554,14595,0,0,13933,0,0,1,pixel,,1.0,261,True,False
ed6fe08c7b5b,codepen,vanilla,vanilla,tooltip,145,3886,2048,5934,1280,3141,11862,3947,9822,7873,80,28,0,pixel,,1.0,204,True,False
74c8dd92c347,codepen,vanilla,vanilla,list,25,956,900,1856,1280,720,3158,1565,2082,1679,71,21,1,pixel,,1.0,40,True,False
a8ffda04f76c,github,react,vanilla,button,431,11275,2048,13323,1280,11184,33288,0,0,32685,0,0,4,pixel,,1.0,587,True,False
58ff283b84a6,contentful-forma-36,vanilla,vanilla,button,8,379,900,1279,1280,720,1177,0,13046,1150,0,0,0,pixel,,1.0,11,True,False
bee7e5a280fd,github,angular,tailwind,page,613,15394,2048,17442,1295,3008,52759,12575,256617,35983,404,158,0,pixel,,1.0,848,True,False
430b017a32a3,github,react,tailwind,form,136,2945,1424,4369,1280,1139,9844,2475,4009,7734,106,36,6,pixel,,1.0,199,True,False
a1455e85d032,codepen,vanilla,vanilla,form,62,6595,900,7495,1280,720,11942,4362,6450,7538,159,29,1,pixel,,1.0,72,True,False
5552a9df5fcc,sap-fundamental-styles,vanilla,vanilla,page,10,1514,900,2414,1280,720,5250,17,172858,5191,0,0,0,pixel,,1.0,18,True,False
c5f0ded1c2fe,github,react,vanilla,button,252,7074,2048,9122,1280,9491,25141,372,636,24232,16,2,13,pixel,,1.0,417,True,False
a65aeb6ab2c8,codepen,vanilla,tailwind,header,36,2698,1080,3778,1280,864,6369,3463,5262,2882,130,31,0,pixel,,1.0,48,True,False
55f1d78380a1,codepen,vanilla,tailwind,page,61,1444,2048,3492,1280,1759,4671,927,1192,3571,31,10,0,pixel,,1.0,94,True,False
9d15a73f7e5d,github,vanilla,tailwind,page,580,15653,2048,17701,1280,3870,46578,18455,273872,25432,639,222,1,pixel,,1.0,758,True,False
5f167c1bc4b1,github,angular,vanilla,page,137,3923,2048,5971,1280,2648,10081,3499,5538,6866,80,25,17,pixel,,1.0,218,True,False
a014decdaf17,github,react,tailwind,page,414,12191,2048,14239,1280,5843,38535,17421,75458,20697,620,183,13,pixel,,1.0,577,True,False
a940a24b9920,codepen,vanilla,vanilla,component,11,527,900,1427,1280,720,1609,983,3947,824,46,9,0,pixel,,1.0,20,True,False
5fa58a463d33,codepen,vue,vanilla,component,21,1367,1401,2768,1280,1121,3342,583,772,2669,31,7,0,pixel,,1.0,25,True,False
0e7b70628105,github,vanilla,vanilla,navbar,42,419,900,1319,1280,720,1481,0,0,1537,0,0,0,pixel,,1.0,48,True,False
9b62816968f2,codepen,vanilla,tailwind,list,32,807,2048,2855,1280,1698,2593,548,878,1929,30,8,0,pixel,,1.0,48,True,False
fa57cd1dd79a,codepen,vanilla,vanilla,form,20,3339,900,4239,1280,720,7123,6147,6795,934,103,20,0,pixel,,1.0,31,True,False
4eed49997bd5,codepen,vanilla,vanilla,table,20,438,900,1338,1280,720,1240,512,1221,699,21,7,0,pixel,,1.0,36,True,False
de9bb6821bb2,codepen,vanilla,vanilla,button,14,1076,900,1976,1280,720,2823,1992,2593,789,71,17,0,pixel,,1.0,21,True,False
4ac1d9abce0f,github,angular,vanilla,navbar,94,2781,1911,4692,1280,1529,9079,2883,5158,5025,117,35,2,pixel,,1.0,150,True,False
fbe02e5a53a7,jetbrains-ring-ui,angular,antd,navbar,66,3862,900,4762,1280,720,13447,5979,94402,7426,146,35,1,pixel,,1.0,104,True,False
99a31ed86d0c,github,vanilla,vanilla,card,185,4070,2048,6118,1280,3481,12162,83,248,12095,4,2,5,pixel,,1.0,319,True,False
f6cac8d445ac,codepen,angular,vanilla,form,28,2207,956,3163,1360,720,5749,4537,6294,1170,87,31,0,metric,0.9541580128408069,0.9116212874855825,37,True,False
eb9e064fd0a2,github,react,vanilla,card,296,5851,2048,7899,1280,11267,19700,0,0,17483,0,0,10,pixel,,1.0,409,True,False
9be89e014e37,w3schools,vanilla,vanilla,page,8,262,900,1162,1280,720,869,214,255,642,8,4,0,pixel,,1.0,10,True,False
85f31fe439ab,codepen,vanilla,vanilla,tabs,8,352,900,1252,1280,720,1113,476,582,595,26,6,0,pixel,,1.0,18,True,False
0a0b834a142b,lapaninja,angular,tailwind,button,1222,48779,2048,50827,1345,27216,142184,2920,8677,154176,92,28,16,pixel,0.5774824211708245,1.0,1348,True,False
feb03c79d58f,lapaninja,angular,antd,button,313,19163,900,20063,1280,720,56547,33888,57800,25939,1126,175,2,pixel,,1.0,153,True,False
d621961d1630,github,angular,tailwind,button,192,8394,2048,10442,1280,7135,28728,59,59,28985,1,1,6,pixel,,1.0,235,True,False
b0b139fd0672,github,vanilla,bootstrap,button,157,2868,2048,4916,1280,4917,9597,0,0,8548,0,0,0,pixel,,1.0,193,True,False
0773acf2485e,codepen,angular,vanilla,form,200,7707,900,8607,1280,720,21460,5746,7361,16164,158,42,0,pixel,,1.0,254,True,False
b10f8a1b9a1f,github,vanilla,tailwind,button,277,5661,2048,7709,1280,5932,21179,0,0,21452,0,0,0,pixel,,1.0,357,True,False
6f8556fd1fb8,github,vanilla,tailwind,button,386,8192,2048,10240,1280,10773,28828,0,0,26835,0,0,1,pixel,,1.0,495,True,False
6c590fc778ad,sap-fundamental-styles,vanilla,vanilla,navbar,28,508,1586,2094,1280,1269,1733,0,93980,1706,0,0,0,pixel,,1.0,30,True,False
7977538ecb4e,codepen,vanilla,tailwind,component,32,4768,900,5668,1280,720,11270,7256,9062,3972,149,33,1,pixel,,0.9997659469748548,41,True,False
0d9d7c929acb,github,angular,tailwind,button,492,10310,2048,12358,1280,12126,32591,0,925,29139,0,0,0,pixel,,1.0,538,True,False
1e5e55af491c,lapaninja,react,tailwind,button,1065,49253,2048,51301,1280,58217,135677,0,0,208188,0,0,2,pixel,,1.0,1256,True,False
a074a28b3810,github,react,tailwind,button,495,8006,2048,10054,1280,9244,28856,0,0,27585,0,0,9,pixel,,1.0,671,True,False
edfb468e433c,codepen,vanilla,tailwind,table,251,3766,2048,5814,1280,2544,12808,0,0,12794,0,0,0,pixel,,1.0,415,True,False
9bd5d2b5a83d,github,angular,vanilla,page,211,13944,2048,15992,1280,3769,43095,25432,160670,18339,434,203,3,pixel,,1.0,296,True,False
10c1930820a1,github,angular,tailwind,button,449,8605,2048,10653,1280,8036,31256,0,0,30093,0,0,4,pixel,,1.0,554,True,False
39de25f726da,github,vanilla,material,card,80,2978,2048,5026,1280,5401,9726,2329,87089,7593,87,37,1,pixel,,1.0,124,True,False
b1219603f768,codepen,vanilla,vanilla,form,33,1104,904,2008,1280,723,3548,1395,4710,2111,58,19,0,pixel,,1.0,52,True,False
f0e6de5cd4e0,codepen,vanilla,vanilla,button,6,587,910,1497,1280,728,1520,1110,1973,368,30,10,0,pixel,,1.0,13,True,False
96f90da5c1fc,github,angular,tailwind,card,192,8598,2048,10646,1280,4737,20979,3626,5823,17343,118,38,8,pixel,,1.0,236,True,False
e3f1ea4e6f2b,codepen,vanilla,vanilla,component,10,1075,945,2020,1280,756,2396,1660,4180,694,63,32,1,pixel,,1.0,23,True,False
e9fe094f8cdd,github,react,tailwind,page,145,3791,2048,5839,1280,3082,12901,4262,5910,8670,169,48,11,pixel,,1.0,237,True,False
183e15b20ec6,github,angular,tailwind,button,289,4972,2048,7020,1280,5101,16740,0,0,16192,0,0,0,pixel,,1.0,354,True,False
1db797ef680a,codepen,vanilla,vanilla,page,13,1786,900,2686,1280,720,5030,4501,6038,487,105,24,0,pixel,,1.0,22,True,False
c8d4222c6ae8,mistica-web,vanilla,vanilla,page,42,1830,1320,3150,1280,1056,4425,210,72236,4173,4,6,0,pixel,,1.0,42,True,False
2420b4427443,github,vue,vanilla,button,58,347,900,1247,1280,720,1048,295,6636,909,14,3,0,pixel,,1.0,16,True,False
b615ac65f30e,github,vanilla,tailwind,card,116,2027,2048,4075,1280,2365,6574,0,54,6113,0,0,7,pixel,,1.0,118,True,False
dd0aa4bac879,codepen,vanilla,vanilla,component,44,4910,900,5810,1280,720,11361,8911,10635,2821,279,88,0,pixel,,1.0,55,True,False
d53eddd2817b,github,vanilla,tailwind,button,173,3222,2048,5270,1280,5460,10761,0,0,8987,0,0,0,pixel,,1.0,225,True,False
42933ff64e05,codepen,vanilla,vanilla,form,27,1501,1025,2526,1280,820,4449,1608,2114,2799,57,12,1,pixel,,1.0,52,True,False
19af05a4f6e9,github,angular,vanilla,table,181,4111,2048,6159,1296,2635,13745,1290,11883,11580,60,16,5,pixel,,1.0,324,True,False
f1b8d8cec6d1,github,angular,tailwind,page,160,9637,2048,11685,1280,5165,28726,12590,26562,15827,417,256,3,metric,0.9554574895741174,0.6805352432236205,226,True,False
bf58db4ce184,codepen,vanilla,vanilla,component,18,800,1340,2140,1280,1072,2654,652,1071,1860,21,6,0,pixel,,1.0,30,True,False
aad0bd0c1a5a,github,vanilla,tailwind,button,187,4238,2048,6286,1280,5573,13251,0,0,11778,0,0,6,pixel,,1.0,229,True,False
22a967815e86,codepen,vanilla,vanilla,button,9,207,900,1107,1280,720,592,221,492,329,10,4,0,pixel,,1.0,18,True,False
a461fe2a7e76,codepen,vanilla,vanilla,component,13,372,900,1272,1280,720,1101,253,929,806,13,4,0,pixel,,1.0,21,True,False
5f36fdfde212,codepen,vanilla,vanilla,component,43,940,940,1880,1280,752,2859,899,1205,1918,31,10,0,pixel,,1.0,68,True,False
062237f74ac2,orbit-kiwi,angular,tailwind,button,373,16455,1925,18380,1280,1540,39925,4198,460913,35698,111,68,0,metric,0.9950010110467653,0.9712276416297024,565,True,False
94a2bf7d930e,github,angular,tailwind,page,247,11872,2048,13920,1280,2170,27239,7779,47986,19072,307,119,4,pixel,,1.0,304,True,False
335b00998a66,github,react,tailwind,page,145,3888,2048,5936,1280,3100,12445,4549,7532,6980,173,52,8,pixel,,1.0,204,True,False
5b0a9cc41d55,codepen,angular,tailwind,page,86,3440,1826,5266,1280,1461,10897,4736,7782,5987,194,47,1,pixel,,1.0,124,True,False
c8266136ac03,orbit-kiwi,angular,tailwind,button,105,4778,900,5678,1280,720,14612,3816,460913,10767,98,59,0,metric,0.9970317830216016,0.9909391155478395,172,True,False
1eee71f4991a,codepen,vanilla,vanilla,page,25,765,900,1665,1280,720,2300,519,681,1374,25,12,1,pixel,,1.0,40,True,False
64136c02ba17,codepen,angular,vanilla,page,187,2919,1154,4073,1280,923,10235,2218,2894,7975,91,25,0,pixel,,1.0,229,True,False
19d6d37c654f,github,vanilla,vanilla,navbar,39,1336,1669,3005,1280,1335,5375,0,0,5401,0,0,0,pixel,,1.0,55,True,False
bf082ed26b60,codepen,vanilla,vanilla,component,47,1480,900,2380,1280,720,4210,1933,2843,2235,33,13,0,pixel,,0.9964046628199891,66,True,False
246348ee6743,codepen,angular,vanilla,component,17,957,2048,3005,1280,2520,3004,1433,2288,1514,61,13,1,pixel,,1.0,29,True,False
3282e4ccbceb,github,vanilla,tailwind,button,110,2091,2048,4139,1280,4204,6969,0,0,6411,0,0,5,pixel,,1.0,131,True,False
527b827d5790,codepen,vanilla,vanilla,list,7,274,920,1194,1280,736,807,566,738,199,22,6,0,pixel,,1.0,14,True,False
27d74749545f,orbit-kiwi,angular,tailwind,button,41,2588,900,3488,1280,720,7635,3911,460913,3695,97,56,0,metric,0.9887685856173398,0.9949897819081336,57,True,False
9975c11b4183,github,vanilla,vanilla,button,169,3977,2048,6025,1280,4668,12876,226,342,13277,10,2,6,pixel,,1.0,217,True,False
765a9966adb8,github,vanilla,tailwind,navbar,324,8517,2048,10565,1280,3297,28619,10070,141961,18614,262,111,7,pixel,,1.0,493,True,False
2f222e127dfd,github,vanilla,vanilla,page,36,1316,1356,2672,1280,1085,4191,1922,13746,2656,70,19,1,pixel,,1.0,73,True,False
297ddcbe7332,codepen,vanilla,vanilla,button,10,565,980,1545,1280,784,1545,1076,1404,427,41,8,1,pixel,,1.0,20,True,False
b6400b62cf7d,mistica-web,vanilla,vanilla,form,116,5622,2048,7670,1280,2520,13009,452,72236,12515,12,6,0,pixel,,1.0,119,True,False
2c02251e1acc,github,vanilla,vanilla,button,89,1391,1336,2727,1280,1069,4922,0,0,5312,0,0,1,pixel,,1.0,112,True,False
0f3dcfc7d8bb,github,vanilla,vanilla,page,57,26500,2048,28548,5005,2708,74324,6592,28520,67673,222,54,7,pixel,,1.0,91,True,False
09653dc88dc9,github,angular,tailwind,button,213,4077,2048,6125,1280,5842,14004,0,0,12563,0,0,2,pixel,,1.0,244,True,False
bf7985a349a5,github,angular,tailwind,button,530,10823,2048,12871,1282,13621,37388,0,0,38082,0,0,6,pixel,,1.0,564,True,False
2725d037e87f,github,angular,vanilla,button,138,2706,2048,4754,1280,4627,8830,0,0,7525,0,0,5,pixel,,1.0,165,True,False
cbe7e24bbe6e,codepen,vanilla,vanilla,page,14,397,2048,2445,1280,2880,1224,528,630,654,21,12,0,pixel,,1.0,20,True,False
e0f772c95e08,github,vanilla,tailwind,alert,33,767,1331,2098,1280,1065,2614,747,1273,2053,35,8,0,pixel,,1.0,58,True,False
bb5ff5f92852,codepen,vanilla,vanilla,page,7,333,950,1283,1280,760,839,342,551,455,18,4,0,pixel,,1.0,9,True,False
cc67ce82351c,github,vanilla,tailwind,button,331,6236,2048,8284,1280,11563,20218,0,0,18789,0,0,13,pixel,,1.0,394,True,False
80833d745ebe,codepen,vanilla,vanilla,component,12,807,1081,1888,1280,865,1954,1123,1539,967,42,11,0,pixel,,1.0,16,True,False
a1aa57a31dc7,codepen,vanilla,vanilla,form,45,1514,900,2414,1280,720,4545,2241,4433,2262,104,30,0,pixel,,1.0,59,True,False
7c3c91b2581f,github,angular,tailwind,page,248,4461,2048,6509,1280,5997,14725,2509,5790,11697,96,38,0,pixel,,1.0,351,True,False
d106ec86e8eb,orbit-kiwi,angular,tailwind,button,148,7404,900,8304,1280,720,22582,6652,460913,15901,171,112,0,metric,0.9928350943475891,0.992663529184822,214,True,False
9f6dbf9ee8c7,github,vanilla,vanilla,button,203,3589,2048,5637,1280,4389,12796,0,0,11788,0,0,8,pixel,,1.0,276,True,False
eff9c33e060e,codepen,vanilla,vanilla,list,11,427,1152,1579,1280,922,1305,615,957,648,28,9,0,pixel,,1.0,25,True,False
7a5c94b93190,codepen,vanilla,vanilla,table,66,2018,1731,3749,1280,1385,6070,2851,3098,3177,114,28,0,pixel,,1.0,112,True,False
91c9e95e64d9,lapaninja,react,tailwind,button,1398,57223,2048,59271,2479,36137,166944,156,4822,171755,6,6,8,pixel,,1.0,1629,True,False
13de0b4bd747,codepen,vanilla,vanilla,form,16,1348,1935,3283,1280,1548,5355,707,1085,4606,25,5,0,pixel,,1.0,28,True,False
b7116f1301cf,codepen,vanilla,tailwind,form,18,1427,900,2327,1280,720,3946,3334,4086,570,70,24,0,pixel,,1.0,24,True,False
