html_chars,html_tokens,dom_nodes,css_decls,n_domains,parse_ok
3135,975,86,16,1,True
3436,1054,89,16,1,True
3162,982,86,16,1,True
3291,1003,80,16,1,True
3089,992,83,16,1,True
3136,954,80,16,1,True
3004,973,86,16,1,True
2152,690,49,16,1,True
1976,635,39,16,1,True
3198,995,80,16,1,True
3061,970,84,16,1,True
3162,1003,86,16,1,True
3044,946,83,16,1,True
2384,775,61,16,1,True
2975,932,83,16,1,True
3127,961,80,16,1,True
2510,782,63,16,1,True
2971,941,86,16,1,True
2438,774,63,16,1,True
2374,768,60,16,1,True
3554,1064,90,16,1,True
3085,954,80,16,1,True
3267,996,83,16,1,True
3025,953,86,16,1,True
2854,901,72,16,1,True
2821,880,76,16,1,True
2793,912,77,16,1,True
2986,942,83,16,1,True
2486,832,69,16,1,True
2904,926,80,16,1,True
2991,942,77,16,1,True
2464,770,60,16,1,True
2702,856,69,16,1,True
3063,968,83,16,1,True
2792,910,77,16,1,True
2296,754,54,16,1,True
3111,968,86,16,1,True
3398,1017,77,16,1,True
2299,741,57,16,1,True
2739,865,71,16,1,True
1817,610,39,16,1,True
3159,991,86,16,1,True
1808,604,36,16,1,True
2411,778,63,16,1,True
2968,926,80,16,1,True
3130,971,84,16,1,True
3304,982,80,16,1,True
2920,914,71,16,1,True
3053,963,86,16,1,True
3027,953,77,16,1,True
2321,746,57,16,1,True
3050,962,83,16,1,True
2492,815,65,16,1,True
2751,882,71,16,1,True
3094,952,83,16,1,True
2727,874,72,16,1,True
2127,645,63,16,0,True
2157,706,49,16,1,True
3074,968,83,16,1,True
2960,909,75,16,1,True
3216,974,80,16,1,True
2876,938,83,16,1,True
2872,926,80,16,1,True
3172,972,83,16,1,True
2992,951,86,16,1,True
3144,987,77,16,1,True
2344,736,51,16,1,True
2516,808,62,16,1,True
2939,953,86,16,1,True
1850,623,42,16,1,True
3361,1031,86,16,1,True
2793,884,72,16,1,True
2788,892,70,16,1,True
2990,948,86,16,1,True
1989,668,49,16,1,True
2909,934,77,16,1,True
3008,957,86,16,1,True
2965,934,77,16,1,True
2347,752,54,16,1,True
2300,746,57,16,1,True
3084,847,76,16,0,True
3153,1012,86,16,1,True
2864,915,77,16,1,True
3017,957,86,16,1,True
2165,698,50,16,1,True
2643,851,71,16,1,True
2633,832,62,16,1,True
2487,803,62,16,1,True
1827,605,36,16,1,True
2390,768,57,16,1,True
3155,964,83,16,1,True
2439,785,57,16,1,True
1992,659,43,16,1,True
1908,618,39,16,1,True
2776,837,80,16,1,True
3005,928,77,16,1,True
2717,896,78,16,1,True
2990,951,83,16,1,True
2169,632,54,16,1,True
1971,648,40,16,1,True
2451,764,57,16,1,True
2408,754,54,16,1,True
2528,828,72,16,1,True
1849,619,39,16,1,True
2906,936,80,16,1,True
3038,957,80,16,1,True
2725,872,76,16,1,True
2844,895,75,16,1,True
3027,945,78,16,1,True
2462,771,58,16,1,True
2643,827,62,16,1,True
2991,955,87,16,1,True
2923,946,83,16,1,True
2821,889,75,16,1,True
2037,661,46,16,1,True
2949,934,83,16,1,True
2908,911,77,16,1,True
2178,694,49,16,1,True
2355,776,60,16,1,True
2786,905,77,16,1,True
3198,984,83,16,1,True
3134,965,80,16,1,True
3051,958,77,16,1,True
2451,787,60,16,1,True
3018,949,83,16,1,True
1847,608,36,16,1,True
2996,933,77,16,1,True
2831,904,76,16,1,True
3132,981,86,16,1,True
3066,987,86,16,1,True
3314,1004,83,16,1,True
3159,983,86,16,1,True
2076,671,41,16,1,True
2474,782,57,16,1,True
2604,795,50,16,1,True
2882,910,77,16,1,True
2759,849,84,16,1,True
2773,907,77,16,1,True
3022,949,80,16,1,True
3216,980,80,16,1,True
3065,957,83,16,1,True
2767,933,80,16,1,True
2618,858,72,16,1,True
3037,954,80,16,1,True
3020,933,79,16,1,True
3292,997,86,16,1,True
3053,954,86,16,1,True
1997,669,49,16,1,True
2083,683,49,16,1,True
2711,824,60,16,1,True
2032,671,49,16,1,True
2309,739,54,16,1,True
2660,837,65,16,1,True
2541,810,62,16,1,True
2977,962,86,16,1,True
1886,615,36,16,1,True
2146,708,51,16,1,True
2570,850,70,16,1,True
2941,934,83,16,1,True
2021,656,43,16,1,True
3164,983,83,16,1,True
2915,947,86,16,1,True
3318,978,80,16,1,True
2048,669,47,16,1,True
3206,956,77,16,1,True
2298,741,54,16,1,True
2879,920,77,16,1,True
3183,977,80,16,1,True
2816,891,73,16,1,True
2777,911,80,16,1,True
2330,748,57,16,1,True
2535,795,64,16,1,True
2028,664,49,16,1,True
3124,992,86,16,1,True
2803,896,75,16,1,True
2947,929,77,16,1,True
2880,861,86,16,1,True
1848,614,36,16,1,True
2059,680,46,16,1,True
3151,967,83,16,1,True
3257,1004,83,16,1,True
3026,966,83,16,1,True
3070,967,86,16,1,True
2969,954,86,16,1,True
2609,828,65,16,1,True
1810,605,33,16,1,True
2439,781,63,16,1,True
2366,763,57,16,1,True
1968,644,43,16,1,True
2107,691,49,16,1,True
2611,843,69,16,1,True
2922,931,80,16,1,True
2668,851,69,16,1,True
2981,938,83,16,1,True
3148,955,77,16,1,True
2122,645,57,16,1,True
3048,949,86,16,1,True
2954,937,80,16,1,True
3263,981,77,16,1,True
1838,617,39,16,1,True
3157,995,86,16,1,True
2334,735,51,16,1,True
2764,888,75,16,1,True
3069,941,80,16,1,True
2812,886,73,16,1,True
2416,798,60,16,1,True
2000,659,46,16,1,True
2872,930,86,16,1,True
2508,821,65,16,1,True
2148,640,58,16,1,True
2411,795,62,16,1,True
2939,926,83,16,1,True
2635,831,65,16,1,True
2816,923,80,16,1,True
3038,971,83,16,1,True
2028,657,40,16,1,True
2966,893,71,16,1,True
3312,1034,86,16,1,True
3265,1017,83,16,1,True
3026,948,77,16,1,True
2714,838,83,16,1,True
2679,848,66,16,1,True
2925,932,86,16,1,True
3011,925,77,16,1,True
3382,1039,87,16,1,True
2990,936,80,16,1,True
3077,967,86,16,1,True
3022,950,80,16,1,True
3131,923,78,16,1,True
3112,947,73,16,1,True
3072,965,86,16,1,True
2935,942,77,16,1,True
2980,928,77,16,1,True
2613,849,68,16,1,True
3019,960,86,16,1,True
3186,971,80,16,1,True
3068,966,86,16,1,True
3003,932,77,16,1,True
3244,1015,83,16,1,True
2009,643,40,16,1,True
2946,887,69,16,1,True
2201,710,48,16,1,True
1901,625,42,16,1,True
2935,950,83,16,1,True
3073,938,80,16,1,True
2935,935,83,16,1,True
2063,691,46,16,1,True
2307,734,51,16,1,True
3124,958,83,16,1,True
3188,997,83,16,1,True
3198,982,86,16,1,True
2697,835,86,16,1,True
2265,732,52,16,1,True
2623,839,68,16,1,True
2700,823,62,16,1,True
2984,872,86,16,1,True
2999,948,83,16,1,True
2610,808,64,16,1,True
3023,960,83,16,1,True
3122,958,81,16,1,True
3336,1017,83,16,1,True
2358,675,60,16,1,True
2816,918,77,16,1,True
3010,969,86,16,1,True
2892,939,86,16,1,True
1985,663,46,16,1,True
2854,893,69,16,1,True
2323,742,54,16,1,True
2664,775,71,16,1,True
3187,989,80,16,1,True
3077,953,80,16,1,True
2307,753,57,16,1,True
2789,921,83,16,1,True
2926,930,83,16,1,True
2931,937,83,16,1,True
2932,936,86,16,1,True
2850,874,65,16,1,True
2201,726,54,16,1,True
3099,979,86,16,1,True
3093,969,89,16,1,True
2579,728,65,16,1,True
2564,825,68,16,1,True
3102,984,83,16,1,True
2447,787,64,16,1,True
2626,834,76,16,1,True
2905,932,80,16,1,True
2023,613,52,16,1,True
2001,658,44,16,1,True
2679,840,62,16,1,True
2424,772,57,16,1,True
2117,696,48,16,1,True
3031,948,83,16,1,True
3127,988,86,16,1,True
1989,644,40,16,1,True
2395,763,57,16,1,True
3122,972,80,16,1,True
2995,940,77,16,1,True
2303,752,60,16,1,True
3314,1010,83,16,1,True
2331,743,54,16,1,True
2868,921,77,16,1,True
1975,663,49,16,1,True
3086,974,83,16,1,True
2798,873,72,16,1,True
2853,870,71,16,1,True
2835,869,89,16,1,True
2121,704,51,16,1,True
2292,745,57,16,1,True
3009,944,80,16,1,True
2256,729,48,16,1,True
1948,641,44,16,1,True
2037,666,46,16,1,True
3529,1023,80,16,1,True
1840,595,33,16,1,True
2996,930,77,16,1,True
2970,951,86,16,1,True
2855,921,77,16,1,True
2894,928,80,16,1,True
1844,608,36,16,1,True
2405,767,60,16,1,True
2790,976,46,50,1,True
1757,566,46,16,0,True
1049,328,14,24,0,True
2203,707,23,35,0,True
2556,873,69,33,0,True
1692,558,39,21,0,True
2596,825,55,40,1,True
1300,394,31,13,0,True
2487,886,33,38,1,True
1813,620,55,26,0,True
1684,518,44,30,0,True
1723,554,47,25,0,True
1301,399,21,25,1,True
2255,738,52,28,0,True
1786,564,42,31,0,True
2592,873,75,32,0,True
790,249,14,16,0,True
1423,376,26,9,0,True
1940,632,62,25,0,True
1337,417,26,15,0,True
1206,373,20,22,0,True
1607,528,49,25,0,True
2105,633,30,23,0,True
2063,707,53,32,0,True
2334,708,45,34,1,True
1571,466,33,27,0,True
1986,577,41,27,0,True
1179,366,30,19,0,True
2422,785,41,43,0,True
2126,659,61,30,0,True
1574,453,36,19,0,True
1732,543,26,23,1,True
1889,602,48,22,1,True
2085,690,41,28,3,True
2615,834,58,36,0,True
951,336,18,21,0,True
1202,393,17,25,0,True
1501,523,36,27,0,True
828,284,14,18,0,True
1976,614,45,31,0,True
1422,408,32,18,0,True
3792,1109,83,40,0,True
1950,587,49,18,0,True
1413,460,36,15,0,True
1869,594,40,33,0,True
1122,334,31,12,0,True
1754,609,55,21,0,True
3070,1004,41,45,3,True
2637,778,64,29,0,True
1218,415,29,22,0,True
2181,652,41,27,0,True
1344,389,46,8,0,True
1755,540,42,25,0,True
1756,545,43,21,0,True
1386,438,50,11,0,True
1300,406,33,23,0,True
2282,677,47,29,1,True
3995,1413,112,50,0,True
1404,437,38,22,0,True
3635,1103,80,33,0,True
1289,391,15,21,0,True
1543,465,28,16,0,True
2451,779,45,28,0,True
1791,589,42,35,0,True
1739,493,31,22,1,True
1459,466,23,24,0,True
1476,486,29,31,0,True
2322,687,56,24,0,True
1588,493,37,20,0,True
2276,745,56,31,0,True
1390,397,32,16,0,True
2425,765,50,37,0,True
947,278,22,9,0,True
1311,414,35,16,0,True
2036,631,29,49,0,True
1995,660,29,19,1,True
2354,794,44,33,1,True
3618,1155,67,32,0,True
1344,411,30,18,0,True
2778,784,49,34,0,True
1771,548,34,19,0,True
1156,354,28,13,0,True
2196,640,41,28,0,True
2076,621,33,33,1,True
1813,581,46,22,1,True
1938,626,40,33,0,True
1918,567,41,23,0,True
1812,640,40,26,2,True
2680,1115,102,38,1,True
1264,397,38,10,0,True
1186,359,30,11,0,True
2834,959,51,47,0,True
1061,348,20,22,0,True
1024,298,19,12,0,True
1360,420,30,20,0,True
3017,1009,72,44,1,True
660,191,13,7,1,True
2071,625,34,32,0,True
1718,543,39,28,1,True
1480,460,33,27,0,True
1674,500,52,11,0,True
2861,1013,62,44,1,True
3009,1017,65,32,0,True
1869,578,52,19,0,True
2424,732,55,31,0,True
2753,896,55,56,0,True
2996,892,55,33,0,True
1394,373,26,14,0,True
1997,623,42,27,0,True
2623,832,43,46,1,True
922,283,14,19,0,True
1793,547,33,38,0,True
1520,498,25,25,0,True
2092,742,51,28,2,True
1012,304,32,9,0,True
1292,396,29,17,0,True
2333,789,42,31,0,True
2969,930,37,30,0,True
1700,530,37,10,1,True
1336,432,36,18,0,True
1931,573,33,31,0,True
1262,399,24,14,0,True
2284,757,67,27,0,True
1846,540,49,13,0,True
2182,704,36,38,0,True
1771,536,42,23,0,True
880,294,19,11,0,True
4028,1333,74,46,0,True
2141,663,59,27,0,True
2268,719,30,38,0,True
1444,466,28,27,0,True
1233,365,15,16,1,True
3219,939,57,34,0,True
1370,411,23,20,0,True
2269,722,30,46,0,True
1148,365,34,16,0,True
3143,1084,94,50,0,True
1614,535,23,33,1,True
1367,459,26,18,1,True
1821,576,39,14,0,True
2480,962,48,25,1,True
1940,669,44,34,0,True
1572,493,27,26,0,True
1472,478,36,23,0,True
1581,450,27,18,0,True
2034,618,39,30,0,True
1894,611,44,26,0,True
1629,488,33,29,0,True
1402,447,18,26,0,True
725,227,20,10,0,True
2611,786,71,25,0,True
2358,812,39,43,1,True
2301,694,40,41,0,True
1686,511,41,18,0,True
1515,470,39,14,0,True
1731,533,32,28,0,True
1826,607,42,22,0,True
2399,765,36,50,0,True
2049,760,89,24,0,True
1340,454,32,24,0,True
1705,513,37,23,0,True
1637,537,42,21,0,True
1925,567,44,25,0,True
1985,653,36,33,1,True
2222,669,68,23,0,True
1305,408,24,22,0,True
2009,607,51,21,0,True
2439,842,98,11,1,True
1987,587,31,26,0,True
1946,567,31,32,0,True
1995,616,45,27,0,True
1930,601,38,40,0,True
2301,709,54,28,0,True
1167,410,36,15,0,True
2084,696,74,12,0,True
851,266,16,13,0,True
1755,546,24,32,1,True
1664,548,27,29,0,True
2086,662,28,41,0,True
2213,678,43,36,0,True
1668,543,43,22,0,True
1084,352,26,16,1,True
2009,650,42,37,0,True
711,227,30,0,0,True
1030,314,21,13,0,True
1720,505,48,16,0,True
2200,708,40,48,0,True
1337,420,35,21,0,True
1976,625,61,19,0,True
2118,678,35,39,0,True
2507,818,37,25,0,True
2040,586,40,29,0,True
2186,693,40,48,0,True
1929,647,54,22,0,True
2027,629,57,18,1,True
1757,542,29,31,0,True
923,302,18,13,0,True
1470,474,55,11,3,True
1588,515,33,28,0,True
1985,674,51,41,0,True
3336,911,58,44,0,True
2191,695,46,33,0,True
2246,688,54,34,0,True
1887,642,36,35,0,True
972,315,23,17,0,True
2647,869,54,41,0,True
3423,1055,57,58,0,True
1889,616,44,28,0,True
1795,576,39,31,0,True
2057,631,40,27,0,True
2032,675,51,20,0,True
3109,1112,69,44,3,True
2055,672,54,23,0,True
1637,553,33,28,0,True
2814,894,47,42,0,True
1619,528,27,34,1,True
2607,773,36,41,0,True
2848,1011,69,42,1,True
1781,544,39,17,0,True
2598,917,51,43,0,True
1874,592,42,27,0,True
2664,973,56,41,1,True
1204,426,37,19,0,True
4097,1292,85,54,0,True
1370,439,28,23,1,True
1663,592,69,11,0,True
2464,744,38,46,0,True
2452,827,41,29,1,True
2407,789,76,33,0,True
2126,668,54,28,0,True
1516,487,24,32,0,True
1743,542,42,22,1,True
2458,821,40,45,0,True
1416,480,29,26,0,True
727,217,17,11,0,True
1848,634,25,41,0,True
3177,1016,68,47,1,True
858,251,16,16,0,True
2056,620,40,33,0,True
1550,470,26,28,0,True
1013,335,48,0,0,True
1717,567,24,31,1,True
2471,775,41,24,0,True
1454,554,37,25,0,True
2182,764,40,36,0,True
1955,630,65,18,0,True
966,336,28,15,0,True
1570,522,53,24,0,True
2118,740,58,30,0,True
2323,718,68,28,0,True
1396,443,37,20,0,True
1526,515,37,25,2,True
1655,496,28,26,0,True
3267,1051,57,51,0,True
1840,562,26,25,0,True
1316,444,38,18,0,True
1719,530,31,24,0,True
1727,536,33,35,0,True
1833,583,46,17,0,True
2982,1009,43,66,0,True
3297,1006,70,51,0,True
2221,643,56,21,0,True
1669,523,32,27,0,True
2447,798,47,36,0,True
2309,774,35,21,5,True
2176,693,46,35,0,True
1582,518,43,18,0,True
1523,461,30,26,0,True
1070,343,23,16,0,True
1914,568,50,18,0,True
1760,563,33,23,0,True
1418,463,42,18,0,True
2078,637,49,23,0,True
2237,697,45,38,0,True
1733,563,31,29,2,True
1411,509,48,22,0,True
1049,335,28,16,0,True
2548,846,53,17,0,True
1560,496,26,23,0,True
3219,1062,65,47,0,True
1894,654,58,16,2,True
2924,957,77,37,0,True
4590,1369,158,45,0,True
1785,566,35,23,0,True
2284,680,45,31,0,True
1936,641,46,30,0,True
1019,323,16,24,0,True
4042,1271,89,52,0,True
1495,468,27,25,0,True
1324,407,25,19,0,True
1185,396,29,16,0,True
1537,497,24,32,0,True
1729,564,62,22,0,True
2425,751,33,36,0,True
1701,564,39,28,0,True
2685,889,48,43,0,True
2047,676,42,34,0,True
1409,470,41,26,0,True
2952,985,83,35,0,True
1359,420,33,17,0,True
1856,560,31,31,0,True
2149,754,40,41,1,True
1258,401,31,23,0,True
2059,657,39,37,0,True
2053,588,33,32,0,True
2327,666,56,22,0,True
1720,554,66,0,0,True
1653,487,39,21,0,True
2372,764,47,47,0,True
1594,538,35,27,0,True
1488,469,27,23,0,True
1671,559,31,35,0,True
2408,737,47,32,0,True
1598,478,57,0,0,True
911,279,25,11,1,True
3067,1013,60,70,0,True
2136,683,41,40,0,True
1135,357,21,18,0,True
2084,661,39,20,0,True
3963,1310,93,59,0,True
3273,1149,84,30,0,True
3041,923,58,29,4,True
1612,521,35,29,0,True
2612,775,30,25,0,True
1993,620,49,23,0,True
3435,1336,55,10,1,True
1975,666,65,25,0,True
1407,420,26,24,0,True
1873,602,54,17,0,True
3866,1221,93,45,1,True
2949,911,57,40,0,True
1191,381,29,9,0,True
2506,799,62,20,0,True
1700,539,32,25,0,True
2885,818,44,27,2,True
1415,473,39,20,0,True
1949,675,32,35,1,True
842,263,18,15,0,True
2846,879,45,38,1,True
1506,523,29,21,1,True
1609,482,39,23,0,True
2055,662,58,28,0,True
1503,483,28,24,0,True
925,271,25,10,0,True
1606,497,35,29,0,True
3154,1061,45,48,0,True
2858,933,73,54,0,True
1306,391,33,15,0,True
1971,561,52,16,0,True
2420,752,39,44,1,True
2938,915,50,52,1,True
2932,979,59,53,0,True
1396,403,24,18,3,True
1945,613,33,30,1,True
880,255,19,13,0,True
798,234,34,0,0,True
2486,799,84,43,0,True
2257,658,49,25,0,True
3023,972,51,48,0,True
1704,481,32,17,0,True
2267,829,34,24,1,True
1587,490,22,28,0,True
1930,549,38,22,0,True
2325,868,41,30,1,True
1724,524,23,39,0,True
1721,517,31,30,0,True
1777,598,36,31,0,True
1125,355,24,16,0,True
3143,1064,54,58,0,True
1475,499,50,20,0,True
1972,592,38,32,0,True
1272,409,23,23,0,True
2450,818,55,37,1,True
4251,1186,77,51,0,True
2769,885,77,37,0,True
2543,971,58,19,1,True
1398,422,21,21,1,True
1200,362,46,13,0,True
2202,749,48,44,0,True
1012,291,21,14,0,True
2152,697,44,33,0,True
2031,605,43,21,1,True
1550,528,30,27,0,True
2340,842,50,46,0,True
2423,821,60,40,0,True
1424,477,22,32,0,True
1824,579,39,30,0,True
2902,845,79,26,0,True
2330,729,43,33,0,True
2212,655,56,17,0,True
2673,879,39,64,0,True
1653,506,40,23,0,True
1254,403,21,17,0,True
1600,473,33,21,0,True
1647,464,36,12,0,True
1490,530,25,14,3,True
1509,472,19,29,0,True
1842,563,35,35,0,True
2379,671,33,26,0,True
2413,750,64,14,0,True
4450,1408,104,33,0,True
1766,608,47,32,0,True
1415,463,20,30,0,True
2139,696,29,43,0,True
1755,628,31,33,0,True
1586,437,27,13,0,True
1441,431,35,18,0,True
1656,524,36,30,0,True
2331,840,43,35,1,True
1740,579,35,27,1,True
1792,579,30,30,1,True
2403,755,62,37,0,True
995,304,26,13,0,True
1515,498,44,22,0,True
1503,470,34,24,0,True
2144,697,45,49,0,True
1380,415,19,29,0,True
1863,593,56,18,0,True
1744,519,38,21,0,True
1712,552,29,35,0,True
4154,1195,87,48,1,True
1380,408,25,22,0,True
1232,373,17,22,0,True
1367,422,24,14,0,True
3418,1155,65,69,0,True
2339,714,27,24,2,True
1377,409,31,17,0,True
1810,557,46,26,0,True
3068,944,38,29,1,True
1439,441,35,23,0,True
1167,372,31,24,0,True
1734,535,27,31,1,True
2159,700,54,39,0,True
2111,620,50,30,0,True
2566,773,54,31,0,True
3509,1202,63,61,1,True
3005,1036,49,48,0,True
1984,645,52,35,0,True
1635,556,32,28,0,True
2853,877,47,48,0,True
1684,522,28,26,0,True
1982,688,37,42,0,True
3402,1107,53,41,0,True
1144,330,38,0,0,True
913,296,17,16,0,True
1538,463,41,18,0,True
2359,669,44,28,0,True
2093,601,44,25,1,True
873,276,21,10,0,True
1293,403,26,22,0,True
1863,620,60,22,0,True
3169,1005,62,42,0,True
1919,576,31,27,0,True
1508,498,26,31,0,True
1391,571,57,19,0,True
1199,418,23,26,0,True
1664,507,34,28,0,True
2728,900,49,42,0,True
1450,452,31,31,0,True
2497,764,46,38,0,True
2296,708,42,36,0,True
1172,333,25,15,0,True
1055,305,15,19,0,True
2778,842,53,29,0,True
1922,571,31,28,0,True
2051,633,51,30,0,True
2424,737,37,35,0,True
2174,688,42,42,1,True
1418,438,32,21,0,True
1985,615,43,31,0,True
1350,424,26,21,1,True
1322,417,30,20,0,True
1501,493,40,14,0,True
2857,941,73,47,0,True
2895,897,77,25,0,True
960,326,16,9,1,True
2322,752,61,33,0,True
1478,441,32,22,0,True
2130,745,50,34,0,True
1789,507,53,17,0,True
2039,589,28,33,0,True
1476,531,20,30,0,True
1741,547,32,31,0,True
2142,708,35,36,0,True
1057,331,24,14,0,True
1080,325,19,15,3,True
1448,416,20,19,3,True
2106,687,41,37,0,True
1234,384,23,24,0,True
2744,918,45,48,0,True
2061,610,40,32,0,True
1188,365,39,13,0,True
2122,631,45,30,0,True
1530,523,30,26,2,True
2349,728,42,30,1,True
2541,773,42,22,0,True
2105,687,48,32,0,True
2543,747,41,45,0,True
2594,807,53,33,0,True
2099,675,34,41,0,True
2841,918,53,36,0,True
1901,598,43,21,0,True
1992,639,44,29,0,True
2203,665,30,33,0,True
1839,588,42,26,0,True
2647,828,48,48,0,True
1103,362,23,19,0,True
2284,697,27,42,0,True
1241,387,22,23,0,True
1365,450,32,22,0,True
2589,839,46,36,1,True
1547,461,46,12,0,True
1658,511,39,26,0,True
1360,452,31,23,0,True
1475,445,32,23,0,True
2508,830,62,29,0,True
3247,1051,61,44,0,True
2207,674,50,33,1,True
3053,1104,41,45,1,True
1891,658,50,27,0,True
1590,519,45,25,0,True
1711,538,31,26,0,True
1906,600,50,23,0,True
1694,538,34,23,0,True
1696,527,39,24,0,True
1397,432,28,26,0,True
2882,976,42,67,0,True
2004,657,41,31,0,True
1735,538,37,26,0,True
1707,544,37,31,0,True
992,344,33,15,0,True
2393,757,53,38,0,True
2150,663,37,42,0,True
1011,321,18,22,0,True
2415,760,52,31,0,True
1788,568,36,26,0,True
1455,430,31,28,0,True
1416,430,26,22,0,True
1781,656,49,29,0,True
1532,457,30,29,0,True
2666,864,70,35,0,True
1918,657,42,34,0,True
2257,719,39,43,0,True
1997,710,83,15,0,True
2206,738,41,25,0,True
1541,504,33,23,2,True
2278,722,58,39,0,True
2472,781,44,43,0,True
2401,825,84,30,0,True
1745,570,40,30,0,True
1866,629,59,28,0,True
3141,932,59,55,1,True
1107,359,46,8,0,True
1349,396,33,11,0,True
1948,582,34,22,0,True
1021,308,17,21,0,True
1746,564,42,28,0,True
1915,664,45,28,0,True
906,305,35,8,0,True
2018,641,25,35,0,True
2368,792,44,39,0,True
1479,474,34,25,0,True
2169,668,40,37,0,True
3155,936,71,24,1,True
1047,330,18,14,0,True
1657,566,45,32,0,True
1630,557,30,30,0,True
2040,641,35,34,0,True
1332,425,24,30,0,True
1431,416,35,14,0,True
4023,1267,40,56,2,True
1887,627,57,24,0,True
2031,633,27,40,0,True
2264,664,31,30,1,True
1766,504,35,19,0,True
2500,751,69,16,1,True
1918,646,39,32,0,True
1553,523,27,31,0,True
1708,592,42,30,0,True
1498,455,31,27,0,True
1787,554,26,36,0,True
2731,847,48,31,1,True
2735,911,93,34,0,True
3154,1066,82,42,0,True
1923,602,29,30,0,True
2440,758,66,24,0,True
1580,506,33,27,0,True
2380,844,46,36,4,True
1218,377,19,19,1,True
962,310,27,13,0,True
1172,387,23,18,0,True
2303,776,57,30,1,True
1409,454,28,21,0,True
2529,848,55,54,0,True
1760,595,35,31,0,True
1734,563,43,23,0,True
1486,462,32,21,0,True
1138,327,20,14,1,True
1619,475,38,22,0,True
1295,462,18,26,1,True
1525,459,30,24,0,True
1485,494,34,19,0,True
1328,413,29,15,0,True
3116,996,83,52,0,True
2510,717,48,39,0,True
1973,635,48,39,0,True
2582,875,49,43,1,True
2259,780,33,33,1,True
1417,456,37,18,0,True
1727,560,34,26,0,True
2886,934,58,36,0,True
1384,440,27,21,0,True
1900,579,39,19,1,True
1514,481,61,17,0,True
1281,402,31,15,0,True
1590,470,35,18,0,True
534,162,14,6,0,True
1193,398,22,25,0,True
1591,485,33,23,0,True
2304,720,53,28,0,True
1000,311,24,12,0,True
2520,838,67,37,0,True
2296,699,52,33,0,True
1698,564,42,25,0,True
1383,403,31,18,0,True
1577,498,36,23,0,True
1124,352,25,19,0,True
3487,1092,72,40,0,True
1973,629,48,34,0,True
4009,1329,94,61,0,True
2464,797,60,47,0,True
1021,343,15,22,0,True
1990,617,34,41,0,True
1322,408,32,20,0,True
3611,1072,51,32,0,True
2609,776,64,15,0,True
2177,733,50,44,0,True
2200,715,40,36,1,True
2028,662,39,32,0,True
2074,650,31,43,1,True
1879,632,58,18,0,True
2607,778,38,25,1,True
1672,507,31,29,0,True
3403,1000,47,37,0,True
1529,469,31,20,0,True
2048,597,43,27,0,True
1413,496,39,21,0,True
2677,831,49,36,1,True
2033,690,55,22,0,True
698,215,34,0,0,True
1367,496,22,27,0,True
1288,383,26,16,0,True
713,254,29,9,0,True
3638,1368,44,58,1,True
2154,664,50,31,0,True
1363,402,25,20,0,True
1186,339,22,15,0,True
2157,710,61,36,0,True
713,230,20,11,0,True
1639,511,33,32,0,True
2346,801,91,31,0,True
3378,1126,51,67,0,True
3281,1003,80,50,0,True
2458,822,58,28,1,True
1786,493,39,19,0,True
2459,817,63,34,0,True
2337,730,43,36,0,True
1933,618,44,22,0,True
1420,456,33,22,0,True
1981,681,56,31,0,True
1347,422,28,28,0,True
1497,438,25,26,0,True
2006,599,38,32,0,True
1780,601,26,40,0,True
2450,775,44,47,0,True
1317,457,34,20,0,True
1807,586,39,27,0,True
1896,597,41,30,0,True
2245,829,42,32,3,True
1456,455,40,18,0,True
3170,947,66,35,1,True
1770,618,43,26,0,True
2883,953,53,35,2,True
1480,469,33,27,0,True
1229,384,18,23,0,True
1925,632,43,34,0,True
1295,398,23,23,0,True
1243,413,38,14,0,True
1976,664,30,41,1,True
2227,728,42,36,0,True
1468,487,20,33,0,True
2490,768,51,39,0,True
1943,579,49,17,0,True
992,322,16,23,0,True
1935,603,38,36,0,True
2945,891,60,43,0,True
1122,367,34,14,0,True
2150,657,48,22,0,True
1604,583,34,20,1,True
2203,735,59,40,0,True
1913,577,30,36,0,True
1536,466,43,18,0,True
2407,706,44,30,0,True
2732,886,50,45,0,True
2841,908,62,53,0,True
1777,606,53,21,0,True
2332,748,55,29,0,True
2948,882,39,27,0,True
1437,463,34,21,0,True
1743,560,42,21,0,True
622,216,25,9,0,True
2360,706,41,39,0,True
2341,682,44,27,0,True
2002,679,38,24,1,True
2805,890,34,40,1,True
2449,878,83,25,0,True
1063,355,20,20,0,True
2356,707,44,36,0,True
1002,304,25,10,0,True
1268,410,30,15,0,True
2688,836,40,46,0,True
1937,637,31,38,0,True
1955,572,50,23,0,True
1395,460,29,34,0,True
1942,601,53,26,0,True
1133,366,36,17,0,True
2308,702,47,56,0,True
1478,494,22,36,0,True
1979,638,44,26,0,True
2019,612,36,25,0,True
1951,641,34,45,0,True
1904,664,41,26,0,True
2025,641,52,37,0,True
2238,645,36,30,1,True
1985,674,49,37,0,True
1523,481,23,23,0,True
3107,939,65,53,0,True
756,228,16,6,0,True
3103,1031,77,54,0,True
2551,801,64,25,0,True
2384,723,50,29,0,True
1701,510,36,31,0,True
2050,618,37,32,0,True
1721,512,26,35,0,True
2357,782,40,45,0,True
1981,730,47,32,0,True
1245,421,29,25,0,True
1739,622,38,24,0,True
1316,433,25,15,0,True
2863,875,53,39,0,True
2598,764,68,22,0,True
